38000 -150499.958851016
6894000 -155134.45535819
13717000 -154096.550076563
20536000 -153101.282598104
27357000 -151089.702693332
34126000 -148592.286194474
40963000 -148430.186798275
47797000 -157300.908508636
54626000 -161224.091120102
61459000 -156111.332761697
68290000 -165021.566053852
75129000 -167856.581726253
81972000 -170655.67212002
88781000 -166791.989899218
95586000 -162970.910255149
102328000 -162771.729411438
109083000 -157448.172787562
115836000 -158147.524960905
122587000 -155869.783024788
129718000 -164864.953104272
136469000 -165593.93419531
143225000 -164277.106044233
149978000 -156992.998024046
156729000 -160731.790995926
163476000 -166513.110643655
170225000 -174278.068293482
176981000 -173977.600219101
190476000 -179553.297170609
197225000 -182331.326997101
203977000 -186083.190214962
210728000 -180848.134803534
217480000 -182606.538468182
224230000 -182387.8324714
230992000 -187054.681580305
237735000 -197911.181223452
244488000 -198672.857782781
251241000 -192437.805776477
257992000 -186225.640233606
264741000 -188036.358248293
271500000 -201752.278364062
278255000 -200510.699973345
285010000 -199272.394955099
291763000 -205056.97349298
298513000 -208874.237288058
305266000 -207665.357241452
312018000 -202469.552268088
318770000 -200277.017760277
325522000 -197087.753718078
332274000 -202901.760141492
339028000 -197699.433627784
345774000 -197578.789253771
352529000 -201373.202937901
359287000 -202141.489250422
366041000 -203952.250896573
372801000 -204707.489274025
379633000 -198760.492923021
386497000 -209503.299488246
393327000 -212582.611280322
400188000 -215361.552773595
406951000 -213103.960040748
413738000 -215614.536215127
420565000 -214736.582710624
427379000 -208989.312446415
434205000 -205127.834497869
441033000 -198250.110326946
447841000 -199571.608552158
454657000 -197818.084464252
461478000 -202018.928549051
468306000 -195154.563291788
481954000 -192514.197872519
488781000 -205669.653167546
495606000 -204848.032924592
502439000 -201951.434416354
509271000 -196067.974800825
516101000 -188207.441606045
522941000 -192252.369792938
529773000 -197378.958389759
536607000 -203489.320355296
543453000 -205485.58826375
550281000 -203661.376159549
557110000 -202830.722502947
563938000 -201013.199896932
570774000 -202120.741181135
577601000 -206319.696088791
584426000 -204541.562714934
591249000 -199786.33812201
598070000 -200054.019373417
604891000 -199325.038274884
611719000 -194530.919850707
618541000 -194798.835828066
625365000 -194050.528113604
632189000 -186305.560986042
639043000 -188270.529042482
645863000 -187571.376532793
652695000 -192758.21029377
659519000 -187026.622157216
666341000 -191317.93104887
673152000 -184720.133618355
679970000 -192057.22335577
686788000 -192397.647808194
693608000 -197721.854446054
700427000 -194059.173530936
707248000 -196380.277736545
714083000 -191567.872443438
720916000 -198778.367126822
727753000 -200953.115952849
734620000 -202838.018396139
741445000 -199136.762580395
748273000 -196409.531300664
755486000 -190923.486310363
762317000 -193173.818613172
769139000 -190515.435973287
775947000 -192997.176965714
782767000 -198365.004469395
789585000 -204755.707403421
796417000 -197012.980593324
803253000 -190234.528610468
810083000 -182518.036426544
816907000 -181863.49522233
823739000 -175134.15916729
830559000 -170525.368812919
837394000 -182773.425874352
844224000 -182073.661599517
851059000 -176328.41893971
857882000 -177703.701401234
864710000 -178033.503518105
871534000 -176405.704141617
878368000 -178683.615243196
885207000 -178916.064129353
892036000 -170249.488600492
898864000 -174596.020095706
905688000 -167984.940297127
912511000 -159386.961646438
919339000 -166743.522245765
926163000 -163142.46567595
939804000 -163018.684517503
946636000 -168349.58137393
953466000 -166703.341900229
960289000 -158128.748824596
967121000 -155469.685561419
973946000 -154882.263798237
980769000 -162317.694929838
987591000 -160766.220844269
994420000 -158149.802589297
1001262000 -166409.925284624
1008089000 -153819.711775184
1014914000 -147252.348220348
1021744000 -137639.562604904
1035386000 -148599.562189937
1042205000 -152104.070972085
1049022000 -147631.416983724
1055846000 -153093.844779491
1062658000 -161676.610637188
1069476000 -150204.209536314
1076296000 -140715.645526886
1083115000 -143240.166511416
1089944000 -131670.544859409
1096767000 -130162.752748966
1103589000 -125668.047100067
1110401000 -123274.143727303
1117217000 -117844.585697651
1124032000 -119428.105813742
1130852000 -122966.2332201
1137672000 -129507.69729805
1144492000 -129052.49804759
1151311000 -128610.378899097
1158147000 -121005.965454817
1164971000 -126521.813755989
1171787000 -122118.938332796
1178600000 -122748.620086193
1185415000 -120362.149697542
1192218000 -126095.897033453
1199051000 -116540.764228106
1205875000 -109076.636468172
1212700000 -103606.110268354
1219545000 -106944.154912472
1226364000 -97538.7499129772
1233185000 -95117.2054924965
1240008000 -97679.5245871544
1246829000 -88264.6564457417
1253660000 -95755.7650699615
1260471000 -93444.9331133366
1267676000 -91301.8009119034
1274505000 -90822.5945258141
1281337000 -90317.5313158035
1288541000 -81194.9176445007
1295363000 -82794.064563036
1302175000 -76493.8761844635
1308989000 -76177.5524160862
1315805000 -83845.0961909294
1322622000 -85506.2415835857
1329436000 -82199.9126689434
1336256000 -78838.5335788727
1343458000 -75763.7610721588
1350262000 -84564.9087388515
1357079000 -81242.9047355652
1363895000 -79933.962649107
1370704000 -76696.4471611977
1377521000 -78384.439966917
1384331000 -69143.8535060883
1391143000 -72887.1414885521
1397948000 -67701.83847785
1404762000 -74432.3302385807
1411580000 -70127.2537651062
1418393000 -71874.1333580017
1425197000 -78711.8568165302
1432009000 -70475.1149559021
1438822000 -70231.9791386127
1445634000 -68001.8954634666
1452446000 -67775.1406362057
1459257000 -72561.435996294
1466121000 -68835.8542511463
1472924000 -76706.5941164494
1479739000 -80464.0155968666
1486553000 -74234.4882390499
1500180000 -71795.1443367004
1506994000 -68575.6088998318
1513801000 -65427.426248312
1520616000 -59204.8320589066
1527429000 -60005.0025475025
1534628000 -64058.1476857662
1541442000 -62855.4510381222
1548256000 -70656.085193634
1555064000 -65518.3369479179
1561873000 -76374.1996648312
1575486000 -58144.4678535461
1582301000 -56952.0308036804
1589110000 -53821.1976764202
1595936000 -53528.5943748951
1602749000 -48365.5772027969
1609555000 -50273.8637545109
1616370000 -46098.0826756954
1623184000 -46935.3429572582
1629995000 -52805.0613143444
1636805000 -47687.8161447048
1643619000 -38535.0654141903
1650435000 -43366.2302379608
1657256000 -46152.1921432018
1664076000 -50951.1983447075
1670894000 -39772.9535312653
1677702000 -37695.1001141071
1684516000 -37562.3405573368
1691385000 -28899.1539165974
1698191000 -25850.7164382935
1705003000 -28747.3796858788
1711818000 -25618.2621178627
1718649000 -24337.2326247692
1725466000 -18195.3819565773
1732281000 -14076.2685313225
1745893000 -12022.6509914398
1752706000 -13932.924684763
1759516000 -14875.6276013851
1766326000 -9821.65741157532
1773139000 -13741.9176495075
1779953000 -9655.80937933922
1786768000 -9563.33406805992
1793580000 -8503.28260469437
1800393000 -15436.8631224632
1807207000 -13364.0770876408
1814013000 -10372.18897295
1820825000 -4325.4514362812
1827638000 -2272.34783554077
1834450000 3767.73151612282
1841261000 -205.211915969849
1848093000 -7977.92085623741
1854911000 110.32040309906
1861733000 5233.99681401253
1868550000 -3694.12529063225
1875360000 -7693.42155337334
1882178000 -3618.51670837402
1888990000 2394.91035556793
1895803000 11414.6985936165
1902615000 16421.4674725533
1909438000 14531.4869954586
1916259000 13618.7898006439
1923078000 9683.37882423401
1929892000 14696.194270134
1936714000 15783.1756162643
1943527000 17779.6389465332
1950347000 24840.5752203465
1957168000 24907.8604428768
1963982000 24904.0120961666
1970796000 29896.8329465389
1977628000 36060.6377520561
1984448000 29104.8901786804
1991264000 31107.0732364655
1998074000 35047.8274216652
2004884000 36985.2547132969
2012078000 35637.1260023117
2018895000 18635.4802575111
2025713000 23640.1814792156
2032534000 23670.5886278152
2039350000 17649.2595028877
2046161000 15576.2014389038
2052975000 26528.8517463207
2059792000 28507.2060265541
2066611000 35501.5821080208
2073809000 28160.3064768314
2080622000 16089.7651908398
2087814000 17683.1972856522
2094625000 21586.459594965
2101461000 22728.2757847309
2108279000 22692.5935993195
2115095000 21634.2281167507
2121909000 21553.1822710037
2128723000 15468.8056218624
2135530000 20313.3883955479
2142344000 17222.3535618782
2149173000 21273.0656297207
2155985000 16156.0191419125
2162810000 20161.3650979996
2170014000 18828.4378066063
2176833000 14768.8958983421
2183651000 17696.3489236832
2190471000 7639.80500173569
2197283000 -4497.42275047302
2204474000 2026.15205478668
2211291000 7930.41835021973
2218110000 3850.68471240997
2224925000 2728.94973182678
2238549000 -1582.5081782341
2245365000 -9704.57062149048
2252183000 -17810.6369104385
2258991000 -17016.6775941849
2265796000 -19255.0336580276
2272604000 -21467.7227568626
2279423000 -12577.4492616653
2286242000 -12690.5114598274
